Trimestre;Distrito;Concelho;Freguesias;Escalão de potência instalada (kW);Número de instalacões;Potência total instalada UPAC (kW);Código Distrito;Código Concelho;Código Freguesia
2023T2;Viseu;Viseu;Campo;]0, 4];160;232.98;18;1823;182306
2023T2;Viseu;Viseu;Cota;]0, 4];12;16.27;18;1823;182310
2023T2;Viseu;Viseu;Silgueiros;]0, 4];69;94.99;18;1823;182317
2023T2;Viseu;Viseu;Orgens;]0, 4];65;121.6;18;1823;182319
2023T2;Viseu;Viseu;Povolide;]0, 4];31;59.76;18;1823;182320
2023T2;Viseu;Viseu;Ranhados;]0, 4];75;124.77;18;1823;182321
2023T2;Viseu;Viseu;Ribafeita;]0, 4];15;24.91;18;1823;182322
2023T2;Viseu;Viseu;Rio de Loba;]0, 4];210;333.31;18;1823;182323
2023T2;Viseu;Viseu;Boa Aldeia, Farminhão e Torredeita;]0, 4];81;92.6;18;1823;182336
2023T2;Viseu;Viseu;São Cipriano e Vil de Souto;]0, 4];54;80.13;18;1823;182340
2023T2;Viseu;Vouzela;Ventosa;]0, 4];13;19.28;18;1824;182411
2023T2;Viseu;Vouzela;Fataunços e Figueiredo das Donas;]0, 4];33;52.57;18;1824;182414
2023T2;Viseu;Vouzela;Vouzela e Paços de Vilharigues;]0, 4];73;133.2;18;1824;182415
2023T2;Castelo Branco;Covilhã;Boidobra;> 1000;1;2991.42;05;0503;050305
2023T2;Aveiro;Águeda;Macinhata do Vouga;]20.7, 30];1;25.0;01;0101;010112
2023T2;Aveiro;Águeda;Valongo do Vouga;]20.7, 30];1;30.0;01;0101;010119
2023T2;Aveiro;Águeda;Travassô e Óis da Ribeira;]20.7, 30];3;87.36;01;0101;010125
2023T2;Aveiro;Albergaria-a-Velha;Albergaria-a-Velha e Valmaior;]20.7, 30];6;156.52;01;0102;010209
2023T2;Aveiro;Anadia;Amoreira da Gândara, Paredes do Bairro e Ancas;]20.7, 30];1;29.7;01;0103;010316
2023T2;Aveiro;Aveiro;Aradas;]20.7, 30];1;27.0;01;0105;010501
2023T2;Aveiro;Aveiro;Santa Joana;]20.7, 30];1;29.7;01;0105;010513
2023T2;Aveiro;Castelo de Paiva;Real;]20.7, 30];1;30.0;01;0106;010606
2023T2;Aveiro;Castelo de Paiva;Raiva, Pedorido e Paraíso;]20.7, 30];1;21.12;01;0106;010610
2023T2;Aveiro;Castelo de Paiva;Sobrado e Bairros;]20.7, 30];4;106.81;01;0106;010611
2023T2;Aveiro;Espinho;Anta e Guetim;]20.7, 30];1;25.0;01;0107;010706
2023T2;Aveiro;Santa Maria da Feira;Arrifana;]20.7, 30];1;30.0;01;0109;010902
2023T2;Aveiro;Santa Maria da Feira;Sanguedo;]20.7, 30];1;30.0;01;0109;010924
2023T2;Aveiro;Santa Maria da Feira;Santa Maria de Lamas;]20.7, 30];1;23.52;01;0109;010925
2023T2;Aveiro;Santa Maria da Feira;Canedo, Vale e Vila Maior;]20.7, 30];1;23.23;01;0109;010933
2023T2;Aveiro;Murtosa;Murtosa;]20.7, 30];1;26.68;01;0112;011203
2023T2;Aveiro;Oliveira de Azeméis;Carregosa;]20.7, 30];1;28.47;01;0113;011301
2023T2;Aveiro;Oliveira de Azeméis;São Roque;]20.7, 30];4;100.52;01;0113;011318
2023T2;Aveiro;Oliveira do Bairro;Bustos, Troviscal e Mamarrosa;]20.7, 30];2;55.63;01;0114;011407
2023T2;Aveiro;Ovar;Cortegaça;]20.7, 30];1;21.76;01;0115;011502
2023T2;Aveiro;Ovar;Ovar, S. João, Arada e S. Vicente de Pereira Jusã;]20.7, 30];3;79.6;01;0115;011509
2023T2;Aveiro;São João da Madeira;São João da Madeira;]20.7, 30];9;236.51;01;0116;011601
2023T2;Aveiro;Sever do Vouga;Silva Escura e Dornelas;]20.7, 30];1;21.06;01;0117;011711
2023T2;Aveiro;Vagos;Vagos e Santo António;]20.7, 30];2;55.7;01;0118;011814
2023T2;Beja;Beja;Cabeça Gorda;]20.7, 30];1;25.0;02;0205;020504
2023T2;Beja;Beja;Beja (Salvador e Santa Maria da Feira);]20.7, 30];4;113.7;02;0205;020520
2023T2;Beja;Beja;Salvada e Quintos;]20.7, 30];5;145.0;02;0205;020522
2023T2;Beja;Castro Verde;Santa Bárbara de Padrões;]20.7, 30];1;23.1;02;0206;020604
2023T2;Beja;Castro Verde;São Marcos da Ataboeira;]20.7, 30];1;30.0;02;0206;020605
2023T2;Beja;Cuba;Cuba;]20.7, 30];4;108.68;02;0207;020701
2023T2;Beja;Ferreira do Alentejo;Figueira dos Cavaleiros;]20.7, 30];2;53.56;02;0208;020803
2023T2;Beja;Moura;Sobral da Adiça;]20.7, 30];2;60.0;02;0210;021008
2023T2;Beja;Odemira;São Martinho das Amoreiras;]20.7, 30];1;30.0;02;0211;021107
2023T2;Beja;Odemira;São Teotónio;]20.7, 30];3;82.0;02;0211;021121
2023T2;Beja;Ourique;Ourique;]20.7, 30];1;21.6;02;0212;021203
2023T2;Beja;Vidigueira;Selmes;]20.7, 30];1;30.0;02;0214;021402
2023T2;Lisboa;Lourinhã;Santa Bárbara;]20.7, 30];1;29.9;11;1108;110806
2023T2;Lisboa;Lourinhã;Vimeiro;]20.7, 30];3;74.79;11;1108;110808
2023T2;Lisboa;Mafra;Igreja Nova e Cheleiros;]20.7, 30];2;51.54;11;1109;110920
2023T2;Lisboa;Oeiras;Porto Salvo;]20.7, 30];1;28.12;11;1110;111009
2023T2;Lisboa;Oeiras;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo;]20.7, 30];1;25.0;11;1110;111012
2023T2;Lisboa;Oeiras;Carnaxide e Queijas;]20.7, 30];2;55.52;11;1110;111013
2023T2;Lisboa;Oeiras;Oeiras e S. Julião da Barra, Paço de Arcos e Caxias;]20.7, 30];2;49.78;11;1110;111014
2023T2;Lisboa;Sintra;Rio de Mouro;]20.7, 30];4;92.87;11;1111;111108
2023T2;Lisboa;Sintra;S. Maria, S. Miguel, S. Martinho e S. Pedro de Penaferrim;]20.7, 30];11;295.23;11;1111;111128
2023T2;Lisboa;Sobral de Monte Agraço;Santo Quintino;]20.7, 30];1;27.52;11;1112;111201
2023T2;Lisboa;Sobral de Monte Agraço;Sobral de Monte Agraço;]20.7, 30];2;51.74;11;1112;111203
2023T2;Lisboa;Torres Vedras;Ramalhal;]20.7, 30];1;24.0;11;1113;111311
2023T2;Lisboa;Torres Vedras;Turcifal;]20.7, 30];1;26.46;11;1113;111317
2023T2;Lisboa;Torres Vedras;Campelos e Outeiro da Cabeça;]20.7, 30];3;80.04;11;1113;111322
2023T2;Lisboa;Vila Franca de Xira;Vila Franca de Xira;]20.7, 30];4;107.87;11;1114;111409
2023T2;Lisboa;Amadora;Encosta do Sol;]20.7, 30];1;20.81;11;1115;111514
2023T2;Lisboa;Amadora;Mina de Água;]20.7, 30];1;23.36;11;1115;111516
2023T2;Portalegre;Avis;Aldeia Velha;]20.7, 30];1;30.0;12;1203;120302
2023T2;Portalegre;Campo Maior;Nossa Senhora da Graça dos Degolados;]20.7, 30];1;27.93;12;1204;120402
2023T2;Portalegre;Fronteira;São Saturnino;]20.7, 30];2;51.87;12;1208;120803
2023T2;Portalegre;Marvão;Santo António das Areias;]20.7, 30];1;21.28;12;1210;121003
2023T2;Portalegre;Ponte de Sor;Montargil;]20.7, 30];1;23.04;12;1213;121302
2023T2;Portalegre;Ponte de Sor;Ponte de Sor, Tramaga e Vale de Açor;]20.7, 30];1;24.3;12;1213;121308
2023T2;Portalegre;Sousel;Cano;]20.7, 30];1;29.9;12;1215;121501
2023T2;Portalegre;Sousel;Sousel;]20.7, 30];1;30.0;12;1215;121504
2023T2;Porto;Amarante;Lomba;]20.7, 30];2;52.75;13;1301;130119
2023T2;Porto;Felgueiras;Idães;]20.7, 30];2;55.0;13;1303;130306
2023T2;Porto;Felgueiras;Pedreira, Rande e Sernande;]20.7, 30];1;29.87;13;1303;130336
2023T2;Porto;Felgueiras;Torrados e Sousa;]20.7, 30];1;29.7;13;1303;130337
2023T2;Porto;Felgueiras;Unhão e Lordelo;]20.7, 30];1;30.0;13;1303;130338
2023T2;Porto;Gondomar;Rio Tinto;]20.7, 30];2;57.9;13;1304;130408
2023T2;Porto;Gondomar;Fânzeres e São Pedro da Cova;]20.7, 30];5;137.5;13;1304;130413
2023T2;Porto;Lousada;Aveleda;]20.7, 30];1;25.6;13;1305;130502
2023T2;Porto;Lousada;Lodares;]20.7, 30];1;30.0;13;1305;130510
2023T2;Porto;Lousada;Cristelos, Boim e Ordem;]20.7, 30];1;29.97;13;1305;130528
2023T2;Porto;Maia;Folgosa;]20.7, 30];1;29.7;13;1306;130603
2023T2;Porto;Maia;Moreira;]20.7, 30];3;77.76;13;1306;130609
2023T2;Porto;Maia;Castêlo da Maia;]20.7, 30];6;158.73;13;1306;130618
2023T2;Porto;Maia;Nogueira e Silva Escura;]20.7, 30];3;77.94;13;1306;130620
2023T2;Porto;Marco de Canaveses;Constance;]20.7, 30];1;30.0;13;1307;130705
2023T2;Porto;Marco de Canaveses;Marco;]20.7, 30];1;29.68;13;1307;130736
2023T2;Porto;Matosinhos;Matosinhos e Leça da Palmeira;]20.7, 30];2;48.2;13;1308;130812
2023T2;Porto;Paços de Ferreira;Carvalhosa;]20.7, 30];3;76.4;13;1309;130902
2023T2;Porto;Paços de Ferreira;Freamunde;]20.7, 30];2;47.49;13;1309;130908
2023T2;Porto;Paredes;Rebordosa;]20.7, 30];1;28.0;13;1310;131018
2023T2;Porto;Paredes;Paredes;]20.7, 30];3;78.9;13;1310;131025
2023T2;Porto;Penafiel;Paço de Sousa;]20.7, 30];2;53.08;13;1311;131122
2023T2;Porto;Penafiel;Rans;]20.7, 30];2;45.12;13;1311;131128
2023T2;Porto;Penafiel;Rio Mau;]20.7, 30];1;25.0;13;1311;131138
2023T2;Porto;Porto;Paranhos;]20.7, 30];1;29.96;13;1312;131210
2023T2;Porto;Porto;Aldoar, Foz do Douro e Nevogilde;]20.7, 30];2;49.81;13;1312;131216
2023T2;Porto;Póvoa de Varzim;Estela;]20.7, 30];4;105.4;13;1313;131307
2023T2;Porto;Póvoa de Varzim;Rates;]20.7, 30];3;86.95;13;1313;131311
2023T2;Porto;Valongo;Alfena;]20.7, 30];5;133.14;13;1315;131501
2023T2;Porto;Vila do Conde;Árvore;]20.7, 30];4;101.25;13;1316;131602
2023T2;Porto;Vila do Conde;Vila do Conde;]20.7, 30];4;108.04;13;1316;131628
2023T2;Porto;Vila do Conde;Bagunte, Ferreiró, Outeiro Maior e Parada;]20.7, 30];2;41.92;13;1316;131631
2023T2;Porto;Vila do Conde;Rio Mau e Arcos;]20.7, 30];2;50.69;13;1316;131635
2023T2;Porto;Vila Nova de Gaia;Avintes;]20.7, 30];4;104.82;13;1317;131702
2023T2;Porto;Vila Nova de Gaia;Canidelo;]20.7, 30];2;50.0;13;1317;131704
2023T2;Porto;Vila Nova de Gaia;São Félix da Marinha;]20.7, 30];5;132.19;13;1317;131717
2023T2;Porto;Vila Nova de Gaia;Gulpilhares e Valadares;]20.7, 30];2;44.01;13;1317;131726
2023T2;Porto;Vila Nova de Gaia;Sandim, Olival, Lever e Crestuma;]20.7, 30];2;43.2;13;1317;131729
2023T2;Porto;Trofa;Bougado (São Martinho e Santiago);]20.7, 30];8;189.4;13;1318;131810
2023T2;Santarém;Alcanena;Minde;]20.7, 30];2;47.15;14;1402;140206
2023T2;Santarém;Alcanena;Alcanena e Vila Moreira;]20.7, 30];1;27.38;14;1402;140211
2023T2;Santarém;Almeirim;Almeirim;]20.7, 30];6;156.93;14;1403;140301
2023T2;Santarém;Almeirim;Benfica do Ribatejo;]20.7, 30];1;25.0;14;1403;140302
2023T2;Santarém;Benavente;Samora Correia;]20.7, 30];2;50.84;14;1405;140502
2023T2;Santarém;Entroncamento;Nossa Senhora de Fátima;]20.7, 30];4;107.58;14;1410;141002
2023T2;Santarém;Ferreira do Zêzere;Nossa Senhora do Pranto;]20.7, 30];1;25.76;14;1411;141110
2023T2;Santarém;Golegã;Azinhaga;]20.7, 30];1;29.82;14;1412;141201
2023T2;Santarém;Rio Maior;Fráguas;]20.7, 30];1;21.62;14;1414;141405
2023T2;Santarém;Rio Maior;Rio Maior;]20.7, 30];4;108.12;14;1414;141408
2023T2;Santarém;Salvaterra de Magos;Muge;]20.7, 30];1;29.12;14;1415;141503
2023T2;Santarém;Santarém;Abrã;]20.7, 30];1;25.0;14;1416;141602
2023T2;Santarém;Santarém;Amiais de Baixo;]20.7, 30];1;24.64;14;1416;141607
2023T2;Santarém;Tomar;Serra e Junceira;]20.7, 30];1;22.5;14;1418;141820
2023T2;Santarém;Torres Novas;Meia Via;]20.7, 30];1;29.28;14;1419;141917
2023T2;Santarém;Ourém;Urqueira;]20.7, 30];1;23.4;14;1421;142114
2023T2;Setúbal;Alcácer do Sal;Torrão;]20.7, 30];1;29.7;15;1501;150104
2023T2;Setúbal;Moita;Baixa da Banheira e Vale da Amoreira;]20.7, 30];1;29.7;15;1506;150607
2023T2;Setúbal;Montijo;Canha;]20.7, 30];2;47.4;15;1507;150701
2023T2;Setúbal;Montijo;Pegões;]20.7, 30];2;59.25;15;1507;150711
2023T2;Setúbal;Palmela;Palmela;]20.7, 30];2;53.32;15;1508;150802
2023T2;Setúbal;Palmela;Pinhal Novo;]20.7, 30];1;20.78;15;1508;150803
2023T2;Setúbal;Palmela;Quinta do Anjo;]20.7, 30];2;60.0;15;1508;150804
2023T2;Setúbal;Setúbal;Sado;]20.7, 30];1;25.08;15;1512;151208
2023T2;Viana do Castelo;Melgaço;Vila e Roussas;]20.7, 30];1;23.92;16;1603;160323
2023T2;Viana do Castelo;Paredes de Coura;Bico e Cristelo;]20.7, 30];1;26.34;16;1605;160522
2023T2;Viana do Castelo;Paredes de Coura;Formariz e Ferreira;]20.7, 30];1;21.6;16;1605;160524
2023T2;Viana do Castelo;Paredes de Coura;Insalde e Porreiras;]20.7, 30];1;25.0;16;1605;160525
2023T2;Viana do Castelo;Ponte da Barca;Touvedo (São Lourenço e Salvador);]20.7, 30];1;22.4;16;1606;160629
2023T2;Viana do Castelo;Ponte de Lima;Arcozelo;]20.7, 30];2;55.6;16;1607;160704
2023T2;Viana do Castelo;Ponte de Lima;Correlhã;]20.7, 30];1;25.0;16;1607;160716
2023T2;Viana do Castelo;Ponte de Lima;Seara;]20.7, 30];1;29.98;16;1607;160745
2023T2;Viana do Castelo;Ponte de Lima;Cabração e Moreira do Lima;]20.7, 30];1;23.52;16;1607;160757
2023T2;Viana do Castelo;Viana do Castelo;Carreço;]20.7, 30];1;20.9;16;1609;160908
2023T2;Viana do Castelo;Viana do Castelo;São Romão de Neiva;]20.7, 30];3;84.99;16;1609;160923
2023T2;Viana do Castelo;Viana do Castelo;Barroselas e Carvoeiro;]20.7, 30];1;23.0;16;1609;160941
2023T2;Vila Real;Boticas;Pinho;]20.7, 30];1;30.0;17;1702;170213
2023T2;Vila Real;Chaves;Ervededo;]20.7, 30];1;24.0;17;1703;170312
2023T2;Vila Real;Chaves;Outeiro Seco;]20.7, 30];2;55.76;17;1703;170321
2023T2;Vila Real;Chaves;Santa Maria Maior;]20.7, 30];2;54.36;17;1703;170350
2023T2;Vila Real;Murça;Noura e Palheiros;]20.7, 30];1;30.0;17;1707;170711
2023T2;Vila Real;Peso da Régua;Peso da Régua e Godim;]20.7, 30];1;25.0;17;1708;170815
2023T2;Vila Real;Peso da Régua;Poiares e Canelas;]20.7, 30];1;23.46;17;1708;170816
2023T2;Vila Real;Valpaços;Valpaços e Sanfins;]20.7, 30];1;30.0;17;1712;171236
2023T2;Vila Real;Vila Real;Vila Real;]20.7, 30];2;47.44;17;1714;171438
2023T2;Viseu;Armamar;São Cosmado;]20.7, 30];1;27.2;18;1801;180114
2023T2;Viseu;Castro daire;Moledo;]20.7, 30];1;30.0;18;1803;180313
2023T2;Viseu;Lamego;Avões;]20.7, 30];1;25.0;18;1805;180502
2023T2;Viseu;Lamego;Várzea de Abrunhais;]20.7, 30];1;30.0;18;1805;180523
2023T2;Viseu;Lamego;Lamego (Almacave e Sé);]20.7, 30];6;147.69;18;1805;180525
2023T2;Viseu;Mangualde;Alcafache;]20.7, 30];1;30.0;18;1806;180602
2023T2;Viseu;Moimenta da Beira;Moimenta da Beira;]20.7, 30];1;29.58;18;1807;180710
2023T2;Viseu;Moimenta da Beira;Peva e Segões;]20.7, 30];3;74.34;18;1807;180723
2023T2;Viseu;Nelas;Canas de Senhorim;]20.7, 30];2;53.4;18;1809;180901
2023T2;Viseu;Resende;Resende;]20.7, 30];1;25.0;18;1813;181311
2023T2;Viseu;Santa Comba Dão;Ovoa e Vimieiro;]20.7, 30];1;29.7;18;1814;181410
2023T2;Viseu;São João da Pesqueira;São João da Pesqueira e Várzea de Trevões;]20.7, 30];2;53.08;18;1815;181515
2023T2;Viseu;São Pedro do Sul;Bordonhos;]20.7, 30];1;30.0;18;1816;181602
2023T2;Viseu;São Pedro do Sul;Figueiredo de Alva;]20.7, 30];1;25.2;18;1816;181606
2023T2;Viseu;São Pedro do Sul;Pindelo dos Milagres;]20.7, 30];3;78.81;18;1816;181608
2023T2;Viseu;Sátão;São Miguel de Vila Boa;]20.7, 30];1;30.0;18;1817;181709
2023T2;Viseu;Sátão;Sátão;]20.7, 30];1;30.0;18;1817;181710
2023T2;Viseu;Sátão;Romãs, Decermilo e Vila Longa;]20.7, 30];2;54.6;18;1817;181714
2023T2;Viseu;Sernancelhe;Sernancelhe e Sarzeda;]20.7, 30];2;55.65;18;1818;181821
2023T2;Viseu;Vila Nova de Paiva;Touro;]20.7, 30];1;24.84;18;1822;182205
2023T2;Viseu;Viseu;Campo;]20.7, 30];1;30.0;18;1823;182306
2023T2;Viseu;Viseu;Cota;]20.7, 30];1;27.0;18;1823;182310
2023T2;Viseu;Viseu;Ranhados;]20.7, 30];3;84.83;18;1823;182321
2023T2;Viseu;Viseu;Fail e Vila Chã de Sá;]20.7, 30];2;47.98;18;1823;182338
2023T2;Viseu;Viseu;Viseu;]20.7, 30];2;55.0;18;1823;182341
2023T2;Viseu;Vouzela;Campia;]20.7, 30];1;30.0;18;1824;182403
2023T2;Viseu;Vouzela;Queirã;]20.7, 30];3;81.76;18;1824;182409
2023T2;Aveiro;Águeda;Aguada de Cima;]30, 1000];10;2307.49;01;0101;010103
2023T2;Aveiro;Águeda;Fermentelos;]30, 1000];1;33.0;01;0101;010109
2023T2;Aveiro;Águeda;Valongo do Vouga;]30, 1000];3;537.24;01;0101;010119
2023T2;Évora;Mora;Mora;]30, 1000];1;40.0;07;0707;070703
2023T2;Évora;Mora;Pavia;]30, 1000];1;40.0;07;0707;070704
2023T2;Évora;Mourão;Mourão;]30, 1000];1;44.16;07;0708;070803
2023T2;Évora;Portel;Santana;]30, 1000];1;136.0;07;0709;070906
2023T2;Évora;Redondo;Redondo;]30, 1000];3;193.28;07;0710;071002
2023T2;Évora;Reguengos de Monsaraz;Reguengos de Monsaraz;]30, 1000];3;715.32;07;0711;071104
2023T2;Évora;Viana do Alentejo;Alcáçovas;]30, 1000];4;276.4;07;0713;071301
2023T2;Évora;Viana do Alentejo;Viana do Alentejo;]30, 1000];5;324.46;07;0713;071302
2023T2;Faro;Albufeira;Paderne;]30, 1000];1;75.0;08;0801;080103
2023T2;Faro;Aljezur;Aljezur;]30, 1000];2;158.77;08;0803;080301
2023T2;Faro;Aljezur;Odeceixe;]30, 1000];1;40.0;08;0803;080303
2023T2;Faro;Faro;Conceição e Estoi;]30, 1000];3;246.03;08;0805;080507
2023T2;Faro;Faro;Faro (Sé e São Pedro);]30, 1000];9;1101.83;08;0805;080508
2023T2;Faro;Lagoa;Porches;]30, 1000];2;293.73;08;0806;080604
2023T2;Faro;Loulé;Boliqueime;]30, 1000];1;92.0;08;0808;080804
2023T2;Faro;Loulé;Quarteira;]30, 1000];6;508.63;08;0808;080805
2023T2;Faro;Loulé;Salir;]30, 1000];1;43.4;08;0808;080807
2023T2;Faro;Loulé;Querença, Tôr e Benafim;]30, 1000];1;33.0;08;0808;080812
2023T2;Faro;Monchique;Monchique;]30, 1000];1;132.26;08;0809;080903
2023T2;Faro;Olhão;Olhão;]30, 1000];2;215.4;08;0810;081003
2023T2;Faro;Olhão;Quelfes;]30, 1000];5;852.86;08;0810;081005
2023T2;Faro;Portimão;Mexilhoeira Grande;]30, 1000];1;46.48;08;0811;081102
2023T2;Faro;São Brás de Alportel;São Brás de Alportel;]30, 1000];1;92.8;08;0812;081201
2023T2;Faro;Silves;Armação de Pêra;]30, 1000];1;50.0;08;0813;081303
2023T2;Faro;Silves;São Bartolomeu de Messines;]30, 1000];2;198.56;08;0813;081305
2023T2;Faro;Silves;Alcantarilha e Pêra;]30, 1000];2;545.95;08;0813;081309
2023T2;Faro;Silves;Algoz e Tunes;]30, 1000];6;1113.8;08;0813;081310
2023T2;Faro;Tavira;Tavira (Santa Maria e Santiago);]30, 1000];3;598.51;08;0814;081412
2023T2;Faro;Vila Real de Santo António;Vila Real de Santo António;]30, 1000];3;404.72;08;0816;081602
2023T2;Guarda;Aguiar da Beira;Aguiar da Beira e Coruche;]30, 1000];5;447.82;09;0901;090114
2023T2;Guarda;Aguiar da Beira;Souto de Aguiar da Beira e Valverde;]30, 1000];1;469.8;09;0901;090116
2023T2;Guarda;Guarda;Guarda;]30, 1000];9;796.37;09;0907;090758
2023T2;Guarda;Sabugal;Aldeia do Bispo;]30, 1000];1;34.58;09;0911;091102
2023T2;Guarda;Sabugal;Sabugal e Aldeia de Santo António;]30, 1000];1;55.0;09;0911;091145
2023T2;Guarda;Trancoso;Trancoso (São Pedro e Santa Maria) e Souto Maior;]30, 1000];6;912.4;09;0913;091332
2023T2;Leiria;Alcobaça;Benedita;]30, 1000];8;1261.85;10;1001;100105
2023T2;Leiria;Alcobaça;Cela;]30, 1000];3;224.43;10;1001;100106
2023T2;Leiria;Alcobaça;Évora de Alcobaça;]30, 1000];4;266.95;10;1001;100108
2023T2;Leiria;Alcobaça;Maiorga;]30, 1000];2;357.5;10;1001;100109
2023T2;Leiria;Alcobaça;São Martinho do Porto;]30, 1000];2;111.77;10;1001;100112
2023T2;Leiria;Alcobaça;Turquel;]30, 1000];1;117.18;10;1001;100114
2023T2;Leiria;Alcobaça;Pataias e Martingança;]30, 1000];15;1887.74;10;1001;100123
2023T2;Leiria;Ansião;Chão de Couce;]30, 1000];7;672.83;10;1003;100304
2023T2;Leiria;Ansião;Ansião;]30, 1000];1;60.0;10;1003;100309
2023T2;Leiria;Batalha;Golpilheira;]30, 1000];1;48.0;10;1004;100404
2023T2;Leiria;Caldas da Rainha;Santa Catarina;]30, 1000];1;500.0;10;1006;100611
2023T2;Leiria;Caldas da Rainha;Nossa Senhora do Pópulo, Coto e São Gregório;]30, 1000];6;855.2;10;1006;100617
2023T2;Leiria;Figueiró dos Vinhos;Figueiró dos Vinhos e Bairradas;]30, 1000];1;114.4;10;1008;100806
2023T2;Leiria;Leiria;Caranguejeira;]30, 1000];4;1613.48;10;1009;100907
2023T2;Leiria;Leiria;Parceiros e Azoia;]30, 1000];9;1332.51;10;1009;100937
2023T2;Leiria;Leiria;Santa Catarina da Serra e Chainça;]30, 1000];5;375.26;10;1009;100938
2023T2;Leiria;Leiria;Santa Eufémia e Boa Vista;]30, 1000];4;503.99;10;1009;100939
2023T2;Leiria;Nazaré;Valado dos Frades;]30, 1000];2;369.69;10;1011;101103
2023T2;Leiria;Óbidos;Amoreira;]30, 1000];1;304.14;10;1012;101202
2023T2;Leiria;Peniche;Atouguia da Baleia;]30, 1000];2;186.2;10;1014;101402
2023T2;Leiria;Pombal;Vermoil;]30, 1000];1;52.8;10;1015;101513
2023T2;Leiria;Pombal;Guia, Ilha e Mata Mourisca;]30, 1000];8;598.42;10;1015;101518
2023T2;Leiria;Porto de Mós;Juncal;]30, 1000];2;867.69;10;1016;101606
2023T2;Leiria;Porto de Mós;Porto de Mós - São João Baptista e São Pedro;]30, 1000];8;1160.88;10;1016;101614
2023T2;Lisboa;Alenquer;Carregado e Cadafais;]30, 1000];10;2957.17;11;1101;110120
2023T2;Lisboa;Azambuja;Vila Nova da Rainha;]30, 1000];2;483.24;11;1103;110307
2023T2;Lisboa;Cadaval;Vilar;]30, 1000];1;36.48;11;1104;110410
2023T2;Lisboa;Cascais;Alcabideche;]30, 1000];7;748.86;11;1105;110501
2023T2;Lisboa;Lisboa;Ajuda;]30, 1000];1;129.6;11;1106;110601
2023T2;Lisboa;Lisboa;Carnide;]30, 1000];3;229.1;11;1106;110611
2023T2;Lisboa;Lisboa;Campo de Ourique;]30, 1000];2;165.73;11;1106;110659
2023T2;Lisboa;Lisboa;Misericórdia;]30, 1000];2;123.72;11;1106;110661
2023T2;Lisboa;Lisboa;Parque das Nações;]30, 1000];5;535.82;11;1106;110662
2023T2;Lisboa;Lisboa;Santa Clara;]30, 1000];2;414.63;11;1106;110664
2023T2;Lisboa;Lisboa;Santa Maria Maior;]30, 1000];1;34.98;11;1106;110665
2023T2;Lisboa;Loures;Loures;]30, 1000];4;765.69;11;1107;110707
2023T2;Lisboa;Loures;Santo Antão e São Julião do Tojal;]30, 1000];11;2974.19;11;1107;110729
2023T2;Lisboa;Lourinhã;Lourinhã e Atalaia;]30, 1000];8;1348.57;11;1108;110812
2023T2;Lisboa;Lourinhã;Miragaia e Marteleira;]30, 1000];1;168.48;11;1108;110813
2023T2;Lisboa;Mafra;Encarnação;]30, 1000];3;766.38;11;1109;110904
2023T2;Lisboa;Mafra;Azueira e Sobral da Abelheira;]30, 1000];3;316.1;11;1109;110918
2023T2;Lisboa;Mafra;Enxara do Bispo, Gradil e Vila Franca do Rosário;]30, 1000];2;257.22;11;1109;110919
2023T2;Lisboa;Mafra;Igreja Nova e Cheleiros;]30, 1000];1;79.2;11;1109;110920
2023T2;Lisboa;Mafra;Malveira e São Miguel de Alcainça;]30, 1000];4;375.22;11;1109;110921
2023T2;Lisboa;Oeiras;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo;]30, 1000];2;296.33;11;1110;111012
2023T2;Lisboa;Oeiras;Oeiras e S. Julião da Barra, Paço de Arcos e Caxias;]30, 1000];4;967.36;11;1110;111014
2023T2;Lisboa;Sintra;Algueirão-Mem Martins;]30, 1000];6;652.32;11;1111;111102
2023T2;Lisboa;Sintra;S. Maria, S. Miguel, S. Martinho e S. Pedro de Penaferrim;]30, 1000];18;1793.1;11;1111;111128
2023T2;Lisboa;Sobral de Monte Agraço;Sapataria;]30, 1000];1;230.23;11;1112;111202
2023T2;Lisboa;Torres Vedras;Silveira;]30, 1000];2;359.28;11;1113;111316
2023T2;Lisboa;Torres Vedras;Turcifal;]30, 1000];2;688.66;11;1113;111317
2023T2;Lisboa;Torres Vedras;Carvoeira e Carmões;]30, 1000];1;36.0;11;1113;111323
2023T2;Lisboa;Vila Franca de Xira;Vialonga;]30, 1000];7;1540.98;11;1114;111408
2023T2;Lisboa;Vila Franca de Xira;Póvoa de Santa Iria e Forte da Casa;]30, 1000];4;583.7;11;1114;111415
2023T2;Lisboa;Amadora;Falagueira-Venda Nova;]30, 1000];3;493.54;11;1115;111515
2023T2;Lisboa;Amadora;Venteira;]30, 1000];4;1751.1;11;1115;111517
2023T2;Lisboa;Odivelas;Odivelas;]30, 1000];3;504.0;11;1116;111603
2023T2;Portalegre;Avis;Avis;]30, 1000];1;60.0;12;1203;120303
2023T2;Portalegre;Avis;Benavila e Valongo;]30, 1000];1;47.08;12;1203;120310
2023T2;Portalegre;Campo Maior;Nossa Senhora da Expectação;]30, 1000];2;498.6;12;1204;120401
2023T2;Portalegre;Campo Maior;Nossa Senhora da Graça dos Degolados;]30, 1000];1;300.15;12;1204;120402
